symbol,timestamp,sentiment_score,sentiment_confidence,sentiment_source_count,sentiment_freshness,sentiment_stale_flag,sentiment_missing,sentiment_dispersion,sentiment_novelty
USDINR=X,2026-02-09 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-09 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-10 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 08:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 09:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-11 10:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-12 04:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-12 05:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-12 06:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
USDINR=X,2026-02-12 07:00:00+00:00,0.0,0.0,0,missing,True,True,0.0,0.0
